"id","displayName","brand","merchant","category","price","asin","imageUrl","imageUrlHostname","imageUrlMatchesMerchantDomain","purchaseUrl","resolvedUrl","hasPurchaseUrl","validUrl","hostname","merchantMatchesDomain","affiliateRuleConfigured","affiliateMarkerPresent","placeholderAffiliateTag","duplicateRawUrl","suspiciousUrl","runtimeAffiliateMarkerPresent","imageUrlPresent","active","swipeEligible","imageApproved","isCurated","duplicateTitleFields","duplicateTitleFieldValuesDiffer","titleFieldsPresent","suspiciousBrandValue","status","launchStatus","manualReady","notes","launchNotes","manualOpened","manualPageLoads","manualRightProduct","manualRightRetailer","manualNo404","manualNoWeirdRedirect","manualMobileIssue","manualFixNeeded","manualNotes"
"ZxIeNU5te8aBHeMNmbfY","Neutral Area Rug","SwipeShop Studio","Amazon","storage","79.99","","https://picsum.photos/seed/rug_a/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Neutral%20Area%20Rug%20SwipeShop%20Studio%20Rugs","https://www.amazon.ca/s?k=Neutral%20Area%20Rug%20SwipeShop%20Studio%20Rugs","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amZQpAM0J3fwFKjVvT8J","Minimal Bar Stool","SwipeShop Studio","Amazon","storage","89.99","","https://picsum.photos/seed/seating_03/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Minimal%20Bar%20Stool%20SwipeShop%20Studio%20Seating","https://www.amazon.ca/s?k=Minimal%20Bar%20Stool%20SwipeShop%20Studio%20Seating","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B06ZYH411W","Command Display Floating Wall Shelves Set","Command","Amazon.ca","wall-decor","25.02","B06ZYH411W","https://m.media-amazon.com/images/I/71C6kInVA0L._AC_SY879_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B06ZYH411W","https://www.amazon.ca/dp/B06ZYH411W/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B07X9JQQZ1","MADIZZ Velvet Throw Pillow Covers Set of 2","MADIZZ","Amazon.ca","cozy-bedroom","24.99","B07X9JQQZ1","https://m.media-amazon.com/images/I/81u4zQegrIS._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B07X9JQQZ1","https://www.amazon.ca/dp/B07X9JQQZ1/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B07Y5HTRVD","Dahey Gold Hanging Round Wall Mirror","Dahey","Amazon.ca","mirrors","22.99","B07Y5HTRVD","https://m.media-amazon.com/images/I/61qpbCI8JhL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B07Y5HTRVD","https://www.amazon.ca/dp/B07Y5HTRVD/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0848JGM78","COCODOR Flower Reed Diffuser Set White Jasmine","Cocod'or","Amazon.ca","shelf-styling","27.99","B0848JGM78","https://m.media-amazon.com/images/I/61h2tXuDjjL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0848JGM78","https://www.amazon.ca/dp/B0848JGM78/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B08CMJNDRY","LONGWIN Hanging Gold Circle Mirror","LONGWIN","Amazon.ca","mirrors","32.99","B08CMJNDRY","https://m.media-amazon.com/images/I/51kEt8mw4GL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B08CMJNDRY","https://www.amazon.ca/dp/B08CMJNDRY/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B09183JKQ5","Neutral Farmhouse Pillow Covers Set of 4","homefeelzydys","Amazon.ca","cozy-bedroom","16.99","B09183JKQ5","https://m.media-amazon.com/images/I/71QsVXg8LeL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B09183JKQ5","https://www.amazon.ca/dp/B09183JKQ5/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B09J1FKQL4","Tyawon Glass Flameless LED Candles Pack of 3","Tyawon","Amazon.ca","cozy-bedroom","29.69","B09J1FKQL4","https://m.media-amazon.com/images/I/717cR+ilcQL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B09J1FKQL4","https://www.amazon.ca/dp/B09J1FKQL4/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B09S8W8HK8","Hbnlai 3-Bulb Propagation Station","Hbnlai","Amazon.ca","shelf-styling","19.99","B09S8W8HK8","https://m.media-amazon.com/images/I/71SX40wpnqL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B09S8W8HK8","https://www.amazon.ca/dp/B09S8W8HK8/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B09TZKJ5BG","CEMABT Donut Ceramic Vase","CEMABT","Amazon.ca","shelf-styling","16.99","B09TZKJ5BG","https://m.media-amazon.com/images/I/71y0wKJHZ0L._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B09TZKJ5BG","https://www.amazon.ca/dp/B09TZKJ5BG/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0BQ3N3HS1","CEMABT Ceramic Body Face Vase","CEMABT","Amazon.ca","shelf-styling","18.99","B0BQ3N3HS1","https://m.media-amazon.com/images/I/6161YWsMUkL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0BQ3N3HS1","https://www.amazon.ca/dp/B0BQ3N3HS1/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0BW14CKJ3","OrganiHaus Fabric Storage Bins 3-Pack","OrganiHaus","Amazon.ca","storage","34.99","B0BW14CKJ3","https://m.media-amazon.com/images/I/919mPWgGkXL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0BW14CKJ3","https://www.amazon.ca/dp/B0BW14CKJ3/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0BWXXJZ32","PowerKing 2-Tier Desk Shelf Organizer","PowerKing","Amazon.ca","desk-setup","29.99","B0BWXXJZ32","https://m.media-amazon.com/images/I/71Bqknw0PQL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0BWXXJZ32","https://www.amazon.ca/dp/B0BWXXJZ32/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0BXCSW7YV","Quzenu Black and White Boho Wall Art Set","Quzenu","Amazon.ca","wall-decor","24.73","B0BXCSW7YV","https://m.media-amazon.com/images/I/71Ac2Y1ypoL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0BXCSW7YV","https://www.amazon.ca/dp/B0BXCSW7YV/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0BZ8DZV6D","Der Rose 3-Piece Mini Faux Succulent Set","Der Rose","Amazon.ca","plants","19.99","B0BZ8DZV6D","https://m.media-amazon.com/images/I/81UChF-GWVL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0BZ8DZV6D","https://www.amazon.ca/dp/B0BZ8DZV6D/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0BZTT3MKR","EDISHINE Tripod Table Lamp","EDISHINE","Amazon.ca","lighting","36.99","B0BZTT3MKR","https://m.media-amazon.com/images/I/81hd5Sql6fL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0BZTT3MKR","https://www.amazon.ca/dp/B0BZTT3MKR/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0C27CF35D","StorageWorks Fabric Storage Bins 2-Pack","StorageWorks","Amazon.ca","storage","27.35","B0C27CF35D","https://m.media-amazon.com/images/I/61HKdN5slmL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0C27CF35D","https://www.amazon.ca/dp/B0C27CF35D/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0C5M5HHQT","Lewondr Corduroy Throw Pillow Covers Set of 4","Lewondr","Amazon.ca","cozy-bedroom","24.99","B0C5M5HHQT","https://m.media-amazon.com/images/I/81O-cg2L6uL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0C5M5HHQT","https://www.amazon.ca/dp/B0C5M5HHQT/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0C9MJ749Q","LUSHARBOR Battery Powered Table Lamp with Timer","LUSHARBOR","Amazon.ca","lighting","29.99","B0C9MJ749Q","https://m.media-amazon.com/images/I/81-JPsbZGdL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0C9MJ749Q","https://www.amazon.ca/dp/B0C9MJ749Q/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0CB7F7G6L","PowerKing White Wood Desk Shelf Organizer","PowerKing","Amazon.ca","desk-setup","25.99","B0CB7F7G6L","https://m.media-amazon.com/images/I/7193--rlu7L._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0CB7F7G6L","https://www.amazon.ca/dp/B0CB7F7G6L/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0CDLP9SQ3","CEREMONY Wooden Incense Holder with Glass Ash Catcher","CEREMONY","Amazon.ca","shelf-styling","23.99","B0CDLP9SQ3","https://m.media-amazon.com/images/I/61HTszC6IHL._AC_SY879_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0CDLP9SQ3","https://www.amazon.ca/dp/B0CDLP9SQ3/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0CSXLCL45","Home & Honor Mountain Canvas Wall Art Set","Home & Honor","Amazon.ca","wall-decor","29.84","B0CSXLCL45","https://m.media-amazon.com/images/I/61BoEqZS6SL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0CSXLCL45","https://www.amazon.ca/dp/B0CSXLCL45/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0CXXD2TFZ","Der Rose 2-Piece Faux Hanging Plant Set","Der Rose","Amazon.ca","plants","26.99","B0CXXD2TFZ","https://m.media-amazon.com/images/I/814dRWyGaIL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0CXXD2TFZ","https://www.amazon.ca/dp/B0CXXD2TFZ/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0D47BFZ2G","Bwodke Framed Neutral Abstract Wall Art Set","Bwodke","Amazon.ca","wall-decor","19.99","B0D47BFZ2G","https://m.media-amazon.com/images/I/71IPBcmKhZL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0D47BFZ2G","https://www.amazon.ca/dp/B0D47BFZ2G/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0D5HWK1XD","HERCHR Bedside Table Lamp","HERCHR","Amazon.ca","lighting","22.39","B0D5HWK1XD","https://m.media-amazon.com/images/I/81XtYh4k8ML._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0D5HWK1XD","https://www.amazon.ca/dp/B0D5HWK1XD/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0D93DQZQD","Hbluefat 2-Tier Desktop Organizer Shelf","Hbluefat","Amazon.ca","desk-setup","36.8","B0D93DQZQD","https://m.media-amazon.com/images/I/61ObneF52kL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0D93DQZQD","https://www.amazon.ca/dp/B0D93DQZQD/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0DDC6WXLN","Jukercici Collapsible Storage Baskets 2-Pack","Jukercici","Amazon.ca","storage","36.99","B0DDC6WXLN","https://m.media-amazon.com/images/I/616vB++L0KL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0DDC6WXLN","https://www.amazon.ca/dp/B0DDC6WXLN/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0DFD4XCPB","HOMKOKO Small Storage Box with Handles","HOMKOKO","Amazon.ca","storage","21.49","B0DFD4XCPB","https://m.media-amazon.com/images/I/71R1HYMJv1L._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0DFD4XCPB","https://www.amazon.ca/dp/B0DFD4XCPB/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0DNLXG9NB","YCHMIR Small Round Wall Mirror","YCHMIR","Amazon.ca","mirrors","21.99","B0DNLXG9NB","https://m.media-amazon.com/images/I/619vK9xd3NL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0DNLXG9NB","https://www.amazon.ca/dp/B0DNLXG9NB/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0F3J3R5J2","MODOJOART Framed Neutral Abstract Canvas Wall Art Set","MODOJOART","Amazon.ca","wall-decor","39.91","B0F3J3R5J2","https://m.media-amazon.com/images/I/71SVY7S9DgL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0F3J3R5J2","https://www.amazon.ca/dp/B0F3J3R5J2/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0F5HNF9DN","SEENSINY Rechargeable Cordless Touch Bedside Lamp","SEENSINY","Amazon.ca","lighting","25.99","B0F5HNF9DN","https://m.media-amazon.com/images/I/71919A3IEAL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0F5HNF9DN","https://www.amazon.ca/dp/B0F5HNF9DN/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0F93NDNTM","EDISHINE 13.4 Inch Wood Table Lamp","EDISHINE","Amazon.ca","lighting","33.99","B0F93NDNTM","https://m.media-amazon.com/images/I/71qmmtA4kFL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0F93NDNTM","https://www.amazon.ca/dp/B0F93NDNTM/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0FDG5C999","MEKOTRIN Cordless Glass Bedside Table Lamp","MEKOTRIN","Amazon.ca","lighting","35.99","B0FDG5C999","https://m.media-amazon.com/images/I/81xBdMs7yJL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0FDG5C999","https://www.amazon.ca/dp/B0FDG5C999/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0FNN2B414","ESUNYD Candle Warmer Lamp with Timer","ESUNYD","Amazon.ca","lighting","26.99","B0FNN2B414","https://m.media-amazon.com/images/I/81bKlnL7QSL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0FNN2B414","https://www.amazon.ca/dp/B0FNN2B414/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"amazon_B0G8TGGTWG","Erosebridal Abstract Modern Black Beige Canvas Wall Art Set of 3","Erosebridal","Amazon.ca","wall-decor","40.79","B0G8TGGTWG","https://m.media-amazon.com/images/I/61m0uTyE0TL._AC_SX679_.jpg","m.media-amazon.com","yes","https://www.amazon.ca/dp/B0G8TGGTWG","https://www.amazon.ca/dp/B0G8TGGTWG/ref=nosim","yes","yes","www.amazon.ca","yes","yes","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","displayName; name; title","no","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate title/displayName/name fields: displayName, name, title","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
"bBJcJFGmgEoE1ChtyAOn","Classic Planter","SwipeShop Studio","Amazon","plants","39.99","","https://picsum.photos/seed/plants_176/600/600","picsum.photos","no","https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants","https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants","yes","yes","www.amazon.ca","yes","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","no","displayName; name; title","yes","review","fail","no","No visible affiliate marker in purchaseUrl (tag=); duplicate raw purchaseUrl used by multiple products; imageUrl domain differs from merchant domain: picsum.photos; Not swipe eligible; imageApproved is false; isCurated is false; duplicate title/displayName/name fields: displayName, name, title; brand may need verification: SwipeShop Studio","runtime resolved URL is missing affiliate marker because AMAZON_ASSOC_TAG/VITE_AMAZON_ASSOC_TAG is not set","","","","","","","","",""
